0.070000, 0.770000, 0.852438, 0.070000, 0.770000, 0.854153, 
0.060000, 0.770000, 0.837732, 0.060000, 0.770000, 0.838658, 
0.120000, 0.710000, 0.838699, 0.120000, 0.720000, 0.845517, 
0.080000, 0.740000, 0.824486, 0.080000, 0.740000, 0.825273, 
0.140000, 0.700000, 0.857144, 0.140000, 0.700000, 0.857450, 
