 1938820.19,
 2405851.63,
 2335774.75,
 2223292.74,
 1914773.64,
 2040872.89,
 2401245.76,
 1840394.84,
 2264019.28,
 2393637.52,
 2225009.97,
 1894583.17,
 1802036.14,
 2030439.87,
 2394249.65,
