 1645971.47,
 1486321.45,
 1439197.13,
 1395281.01,
 1579846.92,
 1707734.00,
 1608748.75,
 1637080.10,
 1485462.37,
 1653498.51,
 1734295.71,
 1675780.38,
 1611349.47,
 1467377.19,
 1332120.52,
