 2306671.59,
 2549270.16,
 3119016.74,
 2909898.21,
 3461240.87,
 2715167.59,
 3142120.85,
 3261511.66,
 3337628.28,
 2535119.19,
 2719674.65,
 3253294.94,
 2742378.91,
 2718123.66,
 2640743.84,
