 2799039.03,
 2836227.51,
 2553964.26,
 2880893.25,
 2338775.58,
 2853268.03,
 2839914.63,
 2553591.08,
 2403381.22,
 2690229.16,
 2339547.88,
 2608787.38,
 2456279.75,
 2773540.99,
 2692163.13,
