0.320000, 1.000000, 1.329143, 0.320000, 1.000000, 1.329515, 
0.300000, 1.020000, 1.330300, 0.300000, 1.020000, 1.331572, 
0.280000, 1.030000, 1.320562, 0.280000, 1.040000, 1.322465, 
0.280000, 1.040000, 1.323115, 0.280000, 1.040000, 1.323843, 
0.270000, 1.060000, 1.336824, 0.270000, 1.060000, 1.338457, 
